STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"Influenza - Flu""""",Level 10,High,Feb-16-2019,7,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"Influenza - Flu""""",Level 10,High,Feb-23-2019,8,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 3,Minimal,Oct-06-2018,40,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 3,Minimal,Oct-13-2018,41,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 4,Low,Oct-20-2018,42,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 5,Low,Oct-27-2018,43,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 5,Low,Nov-03-2018,44,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 6,Moderate,Nov-10-2018,45,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 8,High,Nov-17-2018,46,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 10,High,Nov-24-2018,47,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 9,High,Dec-01-2018,48,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 7,Moderate,Dec-08-2018,49,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 7,Moderate,Dec-15-2018,50,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 8,High,Dec-22-2018,51,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 10,High,Dec-29-2018,52,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 9,High,Jan-05-2019,1,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 7,Moderate,Jan-12-2019,2,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 8,High,Jan-19-2019,3,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"""Influenza""",Level 10,High,Jan-26-2019,4,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 10,High,Feb-02-2019,5,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 10,High,Feb-09-2019,6,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 10,High,Feb-16-2019,7,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza""""",Level 10,High,Feb-23-2019,8,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Oct-06-2018,40,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Oct-13-2018,41,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Oct-20-2018,42,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 2,Minimal,Oct-27-2018,43,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Nov-03-2018,44,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Nov-10-2018,45,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Nov-17-2018,46,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Nov-24-2018,47,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Dec-01-2018,48,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Dec-08-2018,49,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Dec-15-2018,50,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 1,Minimal,Dec-22-2018,51,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 2,Minimal,Dec-29-2018,52,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 3,Minimal,Jan-05-2019,1,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 3,Minimal,Jan-12-2019,2,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 3,Minimal,Jan-19-2019,3,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"""Weekly Surveillance Updates""",Level 5,Low,Jan-26-2019,4,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 5,Low,Feb-02-2019,5,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 6,Moderate,Feb-09-2019,6,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 7,Moderate,Feb-16-2019,7,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,"Weekly Surveillance Updates""""",Level 7,Moderate,Feb-23-2019,8,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Oct-06-2018,40,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Oct-13-2018,41,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Oct-20-2018,42,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Oct-27-2018,43,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 2,Minimal,Nov-03-2018,44,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Nov-10-2018,45,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Nov-17-2018,46,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Nov-24-2018,47,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Dec-01-2018,48,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Dec-08-2018,49,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 1,Minimal,Dec-15-2018,50,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 3,Minimal,Dec-22-2018,51,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 4,Low,Dec-29-2018,52,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 7,Moderate,Jan-05-2019,1,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 4,Low,Jan-12-2019,2,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 9,High,Jan-19-2019,3,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"""Influenza Surveillance""",Level 7,Moderate,Jan-26-2019,4,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 4,Low,Feb-02-2019,5,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 8,High,Feb-09-2019,6,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 6,Moderate,Feb-16-2019,7,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,"Influenza Surveillance""""",Level 8,High,Feb-23-2019,8,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 1,Minimal,Oct-06-2018,40,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 1,Minimal,Oct-13-2018,41,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 2,Minimal,Oct-20-2018,42,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 1,Minimal,Oct-27-2018,43,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 1,Minimal,Nov-03-2018,44,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 1,Minimal,Nov-10-2018,45,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 1,Minimal,Nov-17-2018,46,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 3,Minimal,Nov-24-2018,47,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 2,Minimal,Dec-01-2018,48,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 2,Minimal,Dec-08-2018,49,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 3,Minimal,Dec-15-2018,50,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 5,Low,Dec-22-2018,51,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 8,High,Dec-29-2018,52,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 7,Moderate,Jan-05-2019,1,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 6,Moderate,Jan-12-2019,2,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 7,Moderate,Jan-19-2019,3,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"""Influenza Surveillance Data""",Level 8,High,Jan-26-2019,4,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 8,High,Feb-02-2019,5,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 9,High,Feb-09-2019,6,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 7,Moderate,Feb-16-2019,7,2018-19
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data""""",Level 8,High,Feb-23-2019,8,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Oct-06-2018,40,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Oct-13-2018,41,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Oct-20-2018,42,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Oct-27-2018,43,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Nov-03-2018,44,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Nov-10-2018,45,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Nov-17-2018,46,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 2,Minimal,Nov-24-2018,47,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Dec-01-2018,48,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 1,Minimal,Dec-08-2018,49,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 2,Minimal,Dec-15-2018,50,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 3,Minimal,Dec-22-2018,51,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 4,Low,Dec-29-2018,52,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 3,Minimal,Jan-05-2019,1,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 2,Minimal,Jan-12-2019,2,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 3,Minimal,Jan-19-2019,3,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"""Influenza Activity and Surveillance""",Level 3,Minimal,Jan-26-2019,4,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 2,Minimal,Feb-02-2019,5,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 2,Minimal,Feb-09-2019,6,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 4,Low,Feb-16-2019,7,2018-19
Michigan,http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html,"Influenza Activity and Surveillance""""",Level 4,Low,Feb-23-2019,8,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 1,Minimal,Oct-06-2018,40,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 1,Minimal,Oct-13-2018,41,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 1,Minimal,Oct-20-2018,42,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 1,Minimal,Oct-27-2018,43,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 3,Minimal,Nov-03-2018,44,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 2,Minimal,Nov-10-2018,45,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 2,Minimal,Nov-17-2018,46,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 2,Minimal,Nov-24-2018,47,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 3,Minimal,Dec-01-2018,48,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 2,Minimal,Dec-08-2018,49,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 4,Low,Dec-15-2018,50,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 4,Low,Dec-22-2018,51,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 6,Moderate,Dec-29-2018,52,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 5,Low,Jan-05-2019,1,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 10,High,Jan-12-2019,2,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 6,Moderate,Jan-19-2019,3,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"""Weekly Influenza Activity: Statistics""",Level 8,High,Jan-26-2019,4,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 4,Low,Feb-02-2019,5,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 4,Low,Feb-09-2019,6,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 3,Minimal,Feb-16-2019,7,2018-19
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics""""",Level 5,Low,Feb-23-2019,8,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 1,Minimal,Oct-06-2018,40,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 1,Minimal,Oct-13-2018,41,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 1,Minimal,Oct-20-2018,42,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 1,Minimal,Oct-27-2018,43,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 2,Minimal,Nov-03-2018,44,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 3,Minimal,Nov-10-2018,45,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 4,Low,Nov-17-2018,46,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 4,Low,Nov-24-2018,47,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 4,Low,Dec-01-2018,48,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 4,Low,Dec-08-2018,49,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 4,Low,Dec-15-2018,50,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 7,Moderate,Dec-22-2018,51,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 10,High,Dec-29-2018,52,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 6,Moderate,Jan-05-2019,1,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 5,Low,Jan-12-2019,2,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 6,Moderate,Jan-19-2019,3,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"""Mississippi Flu Surveillance and Influenza-Like Illness Reports""",Level 10,High,Jan-26-2019,4,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 10,High,Feb-02-2019,5,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 10,High,Feb-09-2019,6,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 10,High,Feb-16-2019,7,2018-19
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports""""",Level 10,High,Feb-23-2019,8,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 1,Minimal,Oct-06-2018,40,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 1,Minimal,Oct-13-2018,41,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 1,Minimal,Oct-20-2018,42,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 1,Minimal,Oct-27-2018,43,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 2,Minimal,Nov-03-2018,44,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 2,Minimal,Nov-10-2018,45,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 1,Minimal,Nov-17-2018,46,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 1,Minimal,Nov-24-2018,47,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 2,Minimal,Dec-01-2018,48,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 3,Minimal,Dec-08-2018,49,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 4,Low,Dec-15-2018,50,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 5,Low,Dec-22-2018,51,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 7,Moderate,Dec-29-2018,52,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 5,Low,Jan-05-2019,1,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 3,Minimal,Jan-12-2019,2,2018-19
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"""Influenza Data & Statistical Reports """,Level 5,Low,Jan-19-2019,3,2018-19
